Date,Product_ID,Category,Units_Sold,Unit_Price,Total_Revenue,Discount_Applied,Year,Month,DayOfWeek,IsWeekend,Sales_Lag_1Day,Sales_Lag_7Day,Rolling_Mean_7Day,Rolling_Mean_30Day
2024-06-30,CLO_001,Clothing,20,229.92,4598.36,0.0,2024,6,6,1,17.0,20.0,17.142857142857142,17.4
2024-07-01,CLO_001,Clothing,14,206.93,2896.96,0.1,2024,7,0,0,20.0,11.0,17.571428571428573,17.2
2024-07-02,CLO_001,Clothing,13,229.92,2988.93,0.0,2024,7,1,0,14.0,16.0,17.142857142857142,16.966666666666665
2024-07-03,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,7,2,0,13.0,22.0,16.285714285714285,16.933333333333334
2024-07-04,CLO_001,Clothing,10,206.93,2069.26,0.1,2024,7,3,0,16.0,15.0,15.571428571428571,16.766666666666666
2024-07-05,CLO_001,Clothing,16,206.93,3310.82,0.1,2024,7,4,0,10.0,19.0,15.142857142857142,16.766666666666666
2024-07-06,CLO_001,Clothing,18,229.92,4138.52,0.0,2024,7,5,1,16.0,17.0,15.285714285714286,16.833333333333332
2024-07-07,CLO_001,Clothing,22,183.93,4046.55,0.2,2024,7,6,1,18.0,20.0,15.571428571428571,17.166666666666668
2024-07-08,CLO_001,Clothing,10,229.92,2299.18,0.0,2024,7,0,0,22.0,14.0,15.0,16.833333333333332
2024-07-09,CLO_001,Clothing,7,183.93,1287.54,0.2,2024,7,1,0,10.0,13.0,14.142857142857142,16.466666666666665
2024-07-10,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,7,2,0,7.0,16.0,14.142857142857142,16.333333333333332
2024-07-11,CLO_001,Clothing,20,183.93,3678.68,0.2,2024,7,3,0,16.0,10.0,15.571428571428571,16.3
2024-07-12,CLO_001,Clothing,13,229.92,2988.93,0.0,2024,7,4,0,20.0,16.0,15.142857142857142,16.0
2024-07-13,CLO_001,Clothing,23,229.92,5288.11,0.0,2024,7,5,1,13.0,18.0,15.857142857142858,16.433333333333334
2024-07-14,CLO_001,Clothing,19,229.92,4368.44,0.0,2024,7,6,1,23.0,22.0,15.428571428571429,16.466666666666665
2024-07-15,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,7,0,0,19.0,10.0,16.285714285714285,16.233333333333334
2024-07-16,CLO_001,Clothing,12,206.93,2483.11,0.1,2024,7,1,0,16.0,7.0,17.0,16.066666666666666
2024-07-17,CLO_001,Clothing,11,183.93,2023.28,0.2,2024,7,2,0,12.0,16.0,16.285714285714285,16.1
2024-07-18,CLO_001,Clothing,12,229.92,2759.01,0.0,2024,7,3,0,11.0,20.0,15.142857142857142,15.933333333333334
2024-07-19,CLO_001,Clothing,10,229.92,2299.18,0.0,2024,7,4,0,12.0,13.0,14.714285714285714,15.5
2024-07-20,CLO_001,Clothing,21,206.93,4345.45,0.1,2024,7,5,1,10.0,23.0,14.428571428571429,15.833333333333334
2024-07-21,CLO_001,Clothing,18,229.92,4138.52,0.0,2024,7,6,1,21.0,19.0,14.285714285714286,16.033333333333335
2024-07-22,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,7,0,0,18.0,16.0,14.0,15.7
2024-07-23,CLO_001,Clothing,13,229.92,2988.93,0.0,2024,7,1,0,14.0,12.0,14.142857142857142,15.466666666666667
2024-07-24,CLO_001,Clothing,10,229.92,2299.18,0.0,2024,7,2,0,13.0,11.0,14.0,15.433333333333334
2024-07-25,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,7,3,0,10.0,12.0,14.571428571428571,15.433333333333334
2024-07-26,CLO_001,Clothing,18,229.92,4138.52,0.0,2024,7,4,0,16.0,10.0,15.714285714285714,15.3
2024-07-27,CLO_001,Clothing,20,229.92,4598.36,0.0,2024,7,5,1,18.0,21.0,15.571428571428571,15.466666666666667
2024-07-28,CLO_001,Clothing,21,229.92,4828.27,0.0,2024,7,6,1,20.0,18.0,16.0,15.533333333333333
2024-07-29,CLO_001,Clothing,9,229.92,2069.26,0.0,2024,7,0,0,21.0,14.0,15.285714285714286,15.266666666666667
2024-07-30,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,7,1,0,9.0,13.0,15.714285714285714,15.133333333333333
2024-07-31,CLO_001,Clothing,8,206.93,1655.41,0.1,2024,7,2,0,16.0,10.0,15.428571428571429,14.933333333333334
2024-08-01,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,8,3,0,8.0,16.0,15.285714285714286,15.0
2024-08-02,CLO_001,Clothing,13,229.92,2988.93,0.0,2024,8,4,0,15.0,18.0,14.571428571428571,14.9
2024-08-03,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,8,5,1,13.0,20.0,14.0,15.1
2024-08-04,CLO_001,Clothing,21,229.92,4828.27,0.0,2024,8,6,1,16.0,21.0,14.0,15.266666666666667
2024-08-05,CLO_001,Clothing,11,229.92,2529.1,0.0,2024,8,0,0,21.0,9.0,14.285714285714286,15.033333333333333
2024-08-06,CLO_001,Clothing,21,206.93,4345.45,0.1,2024,8,1,0,11.0,16.0,15.0,15.0
2024-08-07,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,8,2,0,21.0,8.0,15.857142857142858,15.133333333333333
2024-08-08,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,8,3,0,14.0,15.0,15.714285714285714,15.366666666666667
2024-08-09,CLO_001,Clothing,20,229.92,4598.36,0.0,2024,8,4,0,14.0,13.0,16.714285714285715,15.5
2024-08-10,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,8,5,1,20.0,16.0,16.571428571428573,15.333333333333334
2024-08-11,CLO_001,Clothing,25,206.93,5173.15,0.1,2024,8,6,1,15.0,21.0,17.142857142857142,15.733333333333333
2024-08-12,CLO_001,Clothing,21,229.92,4828.27,0.0,2024,8,0,0,25.0,11.0,18.571428571428573,15.666666666666666
2024-08-13,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,8,1,0,21.0,21.0,17.857142857142858,15.566666666666666
2024-08-14,CLO_001,Clothing,17,206.93,3517.74,0.1,2024,8,2,0,16.0,14.0,18.285714285714285,15.6
2024-08-15,CLO_001,Clothing,0,206.93,0.0,0.1,2024,8,3,0,17.0,14.0,16.285714285714285,15.2
2024-08-16,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,8,4,0,0.0,20.0,15.428571428571429,15.3
2024-08-17,CLO_001,Clothing,19,206.93,3931.59,0.1,2024,8,5,1,14.0,15.0,16.0,15.533333333333333
2024-08-18,CLO_001,Clothing,19,206.93,3931.59,0.1,2024,8,6,1,19.0,25.0,15.142857142857142,15.833333333333334
2024-08-19,CLO_001,Clothing,18,183.93,3310.82,0.2,2024,8,0,0,19.0,21.0,14.714285714285714,15.733333333333333
2024-08-20,CLO_001,Clothing,8,229.92,1839.34,0.0,2024,8,1,0,18.0,16.0,13.571428571428571,15.4
2024-08-21,CLO_001,Clothing,16,206.93,3310.82,0.1,2024,8,2,0,8.0,17.0,13.428571428571429,15.466666666666667
2024-08-22,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,8,3,0,16.0,0.0,15.714285714285714,15.566666666666666
2024-08-23,CLO_001,Clothing,15,206.93,3103.89,0.1,2024,8,4,0,16.0,14.0,15.857142857142858,15.733333333333333
2024-08-24,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,8,5,1,15.0,19.0,15.285714285714286,15.7
2024-08-25,CLO_001,Clothing,19,229.92,4368.44,0.0,2024,8,6,1,15.0,19.0,15.285714285714286,15.733333333333333
2024-08-26,CLO_001,Clothing,17,229.92,3908.6,0.0,2024,8,0,0,19.0,18.0,15.142857142857142,15.633333333333333
2024-08-27,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,8,1,0,17.0,8.0,16.285714285714285,15.466666666666667
2024-08-28,CLO_001,Clothing,17,229.92,3908.6,0.0,2024,8,2,0,16.0,16.0,16.428571428571427,15.733333333333333
2024-08-29,CLO_001,Clothing,11,229.92,2529.1,0.0,2024,8,3,0,17.0,16.0,15.714285714285714,15.566666666666666
2024-08-30,CLO_001,Clothing,20,229.92,4598.36,0.0,2024,8,4,0,11.0,15.0,16.428571428571427,15.966666666666667
2024-08-31,CLO_001,Clothing,17,229.92,3908.6,0.0,2024,8,5,1,20.0,15.0,16.714285714285715,16.033333333333335
2024-09-01,CLO_001,Clothing,16,206.93,3310.82,0.1,2024,9,6,1,17.0,19.0,16.285714285714285,16.133333333333333
2024-09-02,CLO_001,Clothing,11,229.92,2529.1,0.0,2024,9,0,0,16.0,17.0,15.428571428571429,15.966666666666667
2024-09-03,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,9,1,0,11.0,16.0,15.142857142857142,15.733333333333333
2024-09-04,CLO_001,Clothing,15,206.93,3103.89,0.1,2024,9,2,0,14.0,17.0,14.857142857142858,15.866666666666667
2024-09-05,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,9,3,0,15.0,11.0,15.285714285714286,15.633333333333333
2024-09-06,CLO_001,Clothing,11,183.93,2023.28,0.2,2024,9,4,0,14.0,20.0,14.0,15.533333333333333
2024-09-07,CLO_001,Clothing,28,229.92,6437.7,0.0,2024,9,5,1,11.0,17.0,15.571428571428571,16.0
2024-09-08,CLO_001,Clothing,27,229.92,6207.78,0.0,2024,9,6,1,28.0,16.0,17.142857142857142,16.233333333333334
2024-09-09,CLO_001,Clothing,14,206.93,2896.96,0.1,2024,9,0,0,27.0,11.0,17.571428571428573,16.2
2024-09-10,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,9,1,0,14.0,14.0,17.714285714285715,15.866666666666667
2024-09-11,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,9,2,0,15.0,15.0,17.571428571428573,15.633333333333333
2024-09-12,CLO_001,Clothing,18,206.93,3724.67,0.1,2024,9,3,0,14.0,14.0,18.142857142857142,15.7
2024-09-13,CLO_001,Clothing,16,183.93,2942.95,0.2,2024,9,4,0,18.0,11.0,18.857142857142858,15.666666666666666
2024-09-14,CLO_001,Clothing,19,229.92,4368.44,0.0,2024,9,5,1,16.0,28.0,17.571428571428573,16.3
2024-09-15,CLO_001,Clothing,23,229.92,5288.11,0.0,2024,9,6,1,19.0,27.0,17.0,16.6
2024-09-16,CLO_001,Clothing,12,229.92,2759.01,0.0,2024,9,0,0,23.0,14.0,16.714285714285715,16.366666666666667
2024-09-17,CLO_001,Clothing,12,229.92,2759.01,0.0,2024,9,1,0,12.0,15.0,16.285714285714285,16.133333333333333
2024-09-18,CLO_001,Clothing,18,229.92,4138.52,0.0,2024,9,2,0,12.0,14.0,16.857142857142858,16.133333333333333
2024-09-19,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,9,3,0,18.0,18.0,16.285714285714285,16.333333333333332
2024-09-20,CLO_001,Clothing,20,206.93,4138.52,0.1,2024,9,4,0,14.0,16.0,16.857142857142858,16.466666666666665
2024-09-21,CLO_001,Clothing,13,229.92,2988.93,0.0,2024,9,5,1,20.0,19.0,16.0,16.366666666666667
2024-09-22,CLO_001,Clothing,26,206.93,5380.08,0.1,2024,9,6,1,13.0,23.0,16.428571428571427,16.733333333333334
2024-09-23,CLO_001,Clothing,19,229.92,4368.44,0.0,2024,9,0,0,26.0,12.0,17.428571428571427,16.866666666666667
2024-09-24,CLO_001,Clothing,20,229.92,4598.36,0.0,2024,9,1,0,19.0,12.0,18.571428571428573,16.9
2024-09-25,CLO_001,Clothing,24,183.93,4414.42,0.2,2024,9,2,0,20.0,18.0,19.428571428571427,17.133333333333333
2024-09-26,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,9,3,0,24.0,14.0,19.571428571428573,17.1
2024-09-27,CLO_001,Clothing,21,229.92,4828.27,0.0,2024,9,4,0,15.0,20.0,19.714285714285715,17.233333333333334
2024-09-28,CLO_001,Clothing,16,206.93,3310.82,0.1,2024,9,5,1,21.0,13.0,20.142857142857142,17.4
2024-09-29,CLO_001,Clothing,17,229.92,3908.6,0.0,2024,9,6,1,16.0,26.0,18.857142857142858,17.3
2024-09-30,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,9,0,0,17.0,19.0,18.285714285714285,17.233333333333334
2024-10-01,CLO_001,Clothing,17,229.92,3908.6,0.0,2024,10,1,0,15.0,20.0,17.857142857142858,17.266666666666666
2024-10-02,CLO_001,Clothing,12,229.92,2759.01,0.0,2024,10,2,0,17.0,24.0,16.142857142857142,17.3
2024-10-03,CLO_001,Clothing,12,229.92,2759.01,0.0,2024,10,3,0,12.0,15.0,15.714285714285714,17.233333333333334
2024-10-04,CLO_001,Clothing,13,229.92,2988.93,0.0,2024,10,4,0,12.0,21.0,14.571428571428571,17.166666666666668
2024-10-05,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,10,5,1,13.0,16.0,14.428571428571429,17.2
2024-10-06,CLO_001,Clothing,23,206.93,4759.3,0.1,2024,10,6,1,15.0,17.0,15.285714285714286,17.6
2024-10-07,CLO_001,Clothing,14,229.92,3218.85,0.0,2024,10,0,0,23.0,15.0,15.142857142857142,17.133333333333333
2024-10-08,CLO_001,Clothing,18,229.92,4138.52,0.0,2024,10,1,0,14.0,17.0,15.285714285714286,16.833333333333332
2024-10-09,CLO_001,Clothing,17,206.93,3517.74,0.1,2024,10,2,0,18.0,12.0,16.0,16.933333333333334
2024-10-10,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,10,3,0,17.0,12.0,16.571428571428573,16.966666666666665
2024-10-11,CLO_001,Clothing,19,206.93,3931.59,0.1,2024,10,4,0,16.0,13.0,17.428571428571427,17.133333333333333
2024-10-12,CLO_001,Clothing,23,206.93,4759.3,0.1,2024,10,5,1,19.0,15.0,18.571428571428573,17.3
2024-10-13,CLO_001,Clothing,25,229.92,5747.94,0.0,2024,10,6,1,23.0,23.0,18.857142857142858,17.6
2024-10-14,CLO_001,Clothing,18,229.92,4138.52,0.0,2024,10,0,0,25.0,14.0,19.428571428571427,17.566666666666666
2024-10-15,CLO_001,Clothing,18,229.92,4138.52,0.0,2024,10,1,0,18.0,18.0,19.428571428571427,17.4
2024-10-16,CLO_001,Clothing,16,229.92,3678.68,0.0,2024,10,2,0,18.0,17.0,19.285714285714285,17.533333333333335
2024-10-17,CLO_001,Clothing,17,183.93,3126.88,0.2,2024,10,3,0,16.0,16.0,19.428571428571427,17.7
2024-10-18,CLO_001,Clothing,12,229.92,2759.01,0.0,2024,10,4,0,17.0,19.0,18.428571428571427,17.5
2024-10-19,CLO_001,Clothing,23,229.92,5288.11,0.0,2024,10,5,1,12.0,23.0,18.428571428571427,17.8
2024-10-20,CLO_001,Clothing,13,229.92,2988.93,0.0,2024,10,6,1,23.0,25.0,16.714285714285715,17.566666666666666
2024-10-21,CLO_001,Clothing,17,229.92,3908.6,0.0,2024,10,0,0,13.0,18.0,16.571428571428573,17.7
2024-10-22,CLO_001,Clothing,11,229.92,2529.1,0.0,2024,10,1,0,17.0,18.0,15.571428571428571,17.2
2024-10-23,CLO_001,Clothing,19,229.92,4368.44,0.0,2024,10,2,0,11.0,16.0,16.0,17.2
2024-10-24,CLO_001,Clothing,24,229.92,5518.03,0.0,2024,10,3,0,19.0,17.0,17.0,17.333333333333332
2024-10-25,CLO_001,Clothing,17,183.93,3126.88,0.2,2024,10,4,0,24.0,12.0,17.714285714285715,17.1
2024-10-26,CLO_001,Clothing,11,206.93,2276.19,0.1,2024,10,5,1,17.0,23.0,16.0,16.966666666666665
2024-10-27,CLO_001,Clothing,16,206.93,3310.82,0.1,2024,10,6,1,11.0,13.0,16.428571428571427,16.8
2024-10-28,CLO_001,Clothing,10,229.92,2299.18,0.0,2024,10,0,0,16.0,17.0,15.428571428571429,16.6
2024-10-29,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,10,1,0,10.0,11.0,16.0,16.533333333333335
2024-10-30,CLO_001,Clothing,17,229.92,3908.6,0.0,2024,10,2,0,15.0,19.0,15.714285714285714,16.6
2024-10-31,CLO_001,Clothing,0,229.92,0.0,0.0,2024,10,3,0,17.0,24.0,12.285714285714286,16.033333333333335
2024-11-01,CLO_001,Clothing,38,206.93,7863.19,0.1,2024,11,4,0,0.0,17.0,15.285714285714286,16.9
2024-11-02,CLO_001,Clothing,34,229.92,7817.2,0.0,2024,11,5,1,38.0,11.0,18.571428571428573,17.633333333333333
2024-11-03,CLO_001,Clothing,27,206.93,5587.0,0.1,2024,11,6,1,34.0,16.0,20.142857142857142,18.1
2024-11-04,CLO_001,Clothing,22,206.93,4552.37,0.1,2024,11,0,0,27.0,10.0,21.857142857142858,18.333333333333332
2024-11-05,CLO_001,Clothing,18,183.93,3310.82,0.2,2024,11,1,0,22.0,15.0,22.285714285714285,18.166666666666668
2024-11-06,CLO_001,Clothing,20,229.92,4598.36,0.0,2024,11,2,0,18.0,17.0,22.714285714285715,18.366666666666667
2024-11-07,CLO_001,Clothing,0,229.92,0.0,0.0,2024,11,3,0,20.0,0.0,22.714285714285715,17.766666666666666
2024-11-08,CLO_001,Clothing,31,229.92,7127.45,0.0,2024,11,4,0,0.0,38.0,21.714285714285715,18.233333333333334
2024-11-09,CLO_001,Clothing,30,206.93,6207.78,0.1,2024,11,5,1,31.0,34.0,21.142857142857142,18.7
2024-11-10,CLO_001,Clothing,36,229.92,8277.04,0.0,2024,11,6,1,30.0,27.0,22.428571428571427,19.266666666666666
2024-11-11,CLO_001,Clothing,33,229.92,7587.29,0.0,2024,11,0,0,36.0,22.0,24.0,19.6
2024-11-12,CLO_001,Clothing,19,229.92,4368.44,0.0,2024,11,1,0,33.0,18.0,24.142857142857142,19.4
2024-11-13,CLO_001,Clothing,37,229.92,8506.96,0.0,2024,11,2,0,19.0,20.0,26.571428571428573,20.033333333333335
2024-11-14,CLO_001,Clothing,15,229.92,3448.77,0.0,2024,11,3,0,37.0,0.0,28.714285714285715,19.933333333333334
2024-11-15,CLO_001,Clothing,24,229.92,5518.03,0.0,2024,11,4,0,15.0,31.0,27.714285714285715,20.2
2024-11-16,CLO_001,Clothing,34,229.92,7817.2,0.0,2024,11,5,1,24.0,30.0,28.285714285714285,20.766666666666666
2024-11-17,CLO_001,Clothing,23,229.92,5288.11,0.0,2024,11,6,1,34.0,36.0,26.428571428571427,21.133333333333333
2024-11-18,CLO_001,Clothing,31,229.92,7127.45,0.0,2024,11,0,0,23.0,33.0,26.142857142857142,21.4
2024-11-19,CLO_001,Clothing,28,229.92,6437.7,0.0,2024,11,1,0,31.0,19.0,27.428571428571427,21.9
2024-11-20,CLO_001,Clothing,30,229.92,6897.53,0.0,2024,11,2,0,28.0,37.0,26.428571428571427,22.333333333333332
2024-11-21,CLO_001,Clothing,27,229.92,6207.78,0.0,2024,11,3,0,30.0,15.0,28.142857142857142,22.866666666666667
2024-11-22,CLO_001,Clothing,28,206.93,5793.93,0.1,2024,11,4,0,27.0,24.0,28.714285714285715,23.166666666666668
2024-11-23,CLO_001,Clothing,31,229.92,7127.45,0.0,2024,11,5,1,28.0,34.0,28.285714285714285,23.4
2024-11-24,CLO_001,Clothing,23,229.92,5288.11,0.0,2024,11,6,1,31.0,23.0,28.285714285714285,23.6
