Date,Product_ID,Category,Units_Sold,Unit_Price,Total_Revenue,Discount_Applied
2024-04-19,GRO_002,Groceries,70,73.92,5174.34,0.0
2024-04-19,GRO_003,Groceries,38,464.56,17653.32,0.0
2024-04-19,GRO_004,Groceries,35,273.75,9581.21,0.0
2024-04-19,GRO_005,Groceries,35,271.96,9518.7,0.1
2024-04-19,GRO_006,Groceries,21,300.6,6312.52,0.1
2024-04-19,GRO_007,Groceries,6,385.09,2310.54,0.0
2024-04-19,GRO_008,Groceries,55,377.11,20741.17,0.0
2024-04-19,GRO_009,Groceries,34,76.52,2601.59,0.1
2024-04-19,GRO_010,Groceries,13,45.08,585.99,0.1
2024-04-19,FUR_001,Furniture,8,279.58,2236.68,0.1
2024-04-19,FUR_002,Furniture,24,317.14,7611.26,0.0
2024-04-19,FUR_003,Furniture,7,108.65,760.53,0.0
2024-04-19,FUR_004,Furniture,12,85.66,1027.98,0.2
2024-04-19,FUR_005,Furniture,27,472.64,12761.15,0.0
2024-04-19,FUR_006,Furniture,6,328.67,1972.02,0.0
2024-04-19,FUR_007,Furniture,54,234.14,12643.64,0.0
2024-04-19,FUR_008,Furniture,35,304.79,10667.69,0.0
2024-04-19,FUR_009,Furniture,28,17.14,480.04,0.0
2024-04-19,FUR_010,Furniture,15,477.31,7159.63,0.0
2024-04-19,TOY_001,Toys,42,75.67,3178.34,0.0
2024-04-19,TOY_002,Toys,9,57.48,517.36,0.1
2024-04-19,TOY_003,Toys,22,434.24,9553.27,0.0
2024-04-19,TOY_004,Toys,4,157.96,631.86,0.0
2024-04-19,TOY_005,Toys,8,61.78,494.2,0.0
2024-04-19,TOY_006,Toys,5,370.0,1849.98,0.1
2024-04-19,TOY_007,Toys,60,227.46,13647.74,0.0
2024-04-19,TOY_008,Toys,12,238.4,2860.76,0.0
2024-04-19,TOY_009,Toys,47,114.81,5395.93,0.1
2024-04-19,TOY_010,Toys,21,10.34,217.15,0.0
2024-04-20,ELE_001,Electronics,20,374.28,7485.58,0.1
2024-04-20,ELE_002,Electronics,82,74.24,6087.67,0.0
2024-04-20,ELE_003,Electronics,48,95.43,4580.88,0.1
2024-04-20,ELE_004,Electronics,39,310.21,12098.25,0.1
2024-04-20,ELE_005,Electronics,19,11.11,211.08,0.0
2024-04-20,ELE_006,Electronics,33,295.48,9750.77,0.1
2024-04-20,ELE_007,Electronics,28,404.63,11329.78,0.0
2024-04-20,ELE_008,Electronics,8,204.05,1632.41,0.1
2024-04-20,ELE_009,Electronics,27,316.87,8555.53,0.0
2024-04-20,ELE_010,Electronics,37,331.0,12246.84,0.0
2024-04-20,CLO_001,Clothing,25,229.92,5747.94,0.0
2024-04-20,CLO_002,Clothing,15,351.29,5269.4,0.1
2024-04-20,CLO_003,Clothing,42,23.8,999.76,0.0
2024-04-20,CLO_004,Clothing,48,316.0,15167.96,0.0
2024-04-20,CLO_005,Clothing,23,29.94,688.57,0.2
2024-04-20,CLO_006,Clothing,31,296.32,9185.81,0.1
2024-04-20,CLO_007,Clothing,39,287.75,11222.28,0.1
2024-04-20,CLO_008,Clothing,41,133.5,5473.35,0.1
2024-04-20,CLO_009,Clothing,52,147.64,7677.46,0.0
2024-04-20,CLO_010,Clothing,77,314.06,24182.62,0.2
2024-04-20,GRO_001,Groceries,66,42.09,2778.14,0.0
2024-04-20,GRO_002,Groceries,43,66.53,2860.67,0.1
2024-04-20,GRO_003,Groceries,44,464.56,20440.68,0.0
2024-04-20,GRO_004,Groceries,67,246.37,16507.05,0.1
2024-04-20,GRO_005,Groceries,57,302.18,17224.32,0.0
2024-04-20,GRO_006,Groceries,26,334.0,8683.89,0.0
2024-04-20,GRO_007,Groceries,8,346.58,2772.65,0.1
2024-04-20,GRO_008,Groceries,43,377.11,16215.83,0.0
2024-04-20,GRO_009,Groceries,60,76.52,4591.04,0.1
2024-04-20,GRO_010,Groceries,9,45.08,405.69,0.1
2024-04-20,FUR_001,Furniture,16,279.58,4473.36,0.1
2024-04-20,FUR_002,Furniture,48,317.14,15222.51,0.0
2024-04-20,FUR_003,Furniture,5,108.65,543.24,0.0
2024-04-20,FUR_004,Furniture,14,107.08,1499.13,0.0
2024-04-20,FUR_005,Furniture,24,425.37,10208.92,0.1
2024-04-20,FUR_006,Furniture,11,328.67,3615.38,0.0
2024-04-20,FUR_007,Furniture,54,210.73,11379.28,0.1
2024-04-20,FUR_008,Furniture,29,304.79,8838.95,0.0
2024-04-20,FUR_009,Furniture,32,17.14,548.62,0.0
2024-04-20,FUR_010,Furniture,15,477.31,7159.63,0.0
2024-04-20,TOY_001,Toys,64,60.54,3874.55,0.2
2024-04-20,TOY_002,Toys,14,57.48,804.79,0.1
2024-04-20,TOY_003,Toys,42,434.24,18238.07,0.0
2024-04-20,TOY_004,Toys,6,142.17,853.01,0.1
2024-04-20,TOY_005,Toys,11,49.42,543.62,0.2
2024-04-20,TOY_006,Toys,0,370.0,0.0,0.1
2024-04-20,TOY_007,Toys,50,227.46,11373.12,0.0
2024-04-20,TOY_008,Toys,33,238.4,7867.09,0.0
2024-04-20,TOY_009,Toys,55,127.56,7015.99,0.0
2024-04-20,TOY_010,Toys,32,10.34,330.9,0.0
2024-04-21,ELE_001,Electronics,15,415.87,6237.99,0.0
2024-04-21,ELE_002,Electronics,63,66.82,4209.4,0.1
2024-04-21,ELE_003,Electronics,42,106.04,4453.63,0.0
2024-04-21,ELE_004,Electronics,50,344.68,17233.98,0.0
2024-04-21,ELE_005,Electronics,15,11.11,166.64,0.0
2024-04-21,ELE_006,Electronics,22,328.31,7222.79,0.0
2024-04-21,ELE_007,Electronics,15,404.63,6069.52,0.0
2024-04-21,ELE_008,Electronics,11,226.72,2493.95,0.0
2024-04-21,ELE_009,Electronics,26,285.18,7414.79,0.1
2024-04-21,ELE_010,Electronics,50,331.0,16549.78,0.0
2024-04-21,CLO_001,Clothing,21,229.92,4828.27,0.0
2024-04-21,CLO_002,Clothing,26,390.33,10148.47,0.0
2024-04-21,CLO_003,Clothing,51,19.04,971.2,0.2
2024-04-21,CLO_004,Clothing,53,252.8,13398.37,0.2
2024-04-21,CLO_005,Clothing,22,29.94,658.63,0.2
2024-04-21,CLO_006,Clothing,50,329.24,16462.02,0.0
2024-04-21,CLO_007,Clothing,51,319.72,16305.87,0.0
2024-04-21,CLO_008,Clothing,19,148.33,2818.26,0.0
2024-04-21,CLO_009,Clothing,56,147.64,8268.04,0.0
2024-04-21,CLO_010,Clothing,76,353.32,26852.13,0.1
2024-04-21,GRO_001,Groceries,45,42.09,1894.19,0.0
2024-04-21,GRO_002,Groceries,54,73.92,3991.63,0.0
2024-04-21,GRO_003,Groceries,44,464.56,20440.68,0.0
2024-04-21,GRO_004,Groceries,51,246.37,12565.07,0.1
2024-04-21,GRO_005,Groceries,68,271.96,18493.48,0.1
2024-04-21,GRO_006,Groceries,25,334.0,8349.9,0.0
2024-04-21,GRO_007,Groceries,8,385.09,3080.72,0.0
2024-04-21,GRO_008,Groceries,46,339.4,15612.45,0.1
2024-04-21,GRO_009,Groceries,58,85.02,4931.11,0.0
2024-04-21,GRO_010,Groceries,7,50.09,350.6,0.0
2024-04-21,FUR_001,Furniture,19,310.65,5902.35,0.0
2024-04-21,FUR_002,Furniture,48,285.42,13700.26,0.1
2024-04-21,FUR_003,Furniture,8,108.65,869.18,0.0
2024-04-21,FUR_004,Furniture,12,107.08,1284.97,0.0
2024-04-21,FUR_005,Furniture,30,472.64,14179.06,0.0
2024-04-21,FUR_006,Furniture,6,295.8,1774.82,0.1
2024-04-21,FUR_007,Furniture,65,234.14,15219.2,0.0
2024-04-21,FUR_008,Furniture,34,304.79,10362.9,0.0
2024-04-21,FUR_009,Furniture,30,17.14,514.33,0.0
2024-04-21,FUR_010,Furniture,19,477.31,9068.87,0.0
2024-04-21,TOY_001,Toys,73,75.67,5524.26,0.0
2024-04-21,TOY_002,Toys,10,57.48,574.85,0.1
2024-04-21,TOY_003,Toys,27,434.24,11724.47,0.0
2024-04-21,TOY_004,Toys,3,157.96,473.89,0.0
2024-04-21,TOY_005,Toys,9,61.78,555.98,0.0
2024-04-21,TOY_006,Toys,5,411.11,2055.53,0.0
2024-04-21,TOY_007,Toys,77,227.46,17514.6,0.0
2024-04-21,TOY_008,Toys,30,214.56,6436.71,0.1
2024-04-21,TOY_009,Toys,56,127.56,7143.55,0.0
2024-04-21,TOY_010,Toys,39,10.34,403.28,0.0
2024-04-22,ELE_001,Electronics,15,415.87,6237.99,0.0
2024-04-22,ELE_002,Electronics,50,74.24,3711.99,0.0
2024-04-22,ELE_003,Electronics,35,106.04,3711.36,0.0
2024-04-22,ELE_004,Electronics,29,344.68,9995.71,0.0
2024-04-22,ELE_005,Electronics,12,10.0,119.98,0.1
2024-04-22,ELE_006,Electronics,19,328.31,6237.87,0.0
2024-04-22,ELE_007,Electronics,19,323.71,6150.45,0.2
2024-04-22,ELE_008,Electronics,4,226.72,906.89,0.0
2024-04-22,ELE_009,Electronics,18,316.87,5703.69,0.0
2024-04-22,ELE_010,Electronics,36,331.0,11915.84,0.0
2024-04-22,CLO_001,Clothing,16,229.92,3678.68,0.0
2024-04-22,CLO_002,Clothing,22,390.33,8587.17,0.0
2024-04-22,CLO_003,Clothing,36,21.42,771.24,0.1
2024-04-22,CLO_004,Clothing,34,284.4,9669.57,0.1
2024-04-22,CLO_005,Clothing,13,33.68,437.84,0.1
2024-04-22,CLO_006,Clothing,39,296.32,11556.34,0.1
2024-04-22,CLO_007,Clothing,35,319.72,11190.3,0.0
2024-04-22,CLO_008,Clothing,22,148.33,3263.24,0.0
2024-04-22,CLO_009,Clothing,46,147.64,6791.6,0.0
2024-04-22,CLO_010,Clothing,32,392.58,12562.4,0.0
2024-04-22,GRO_001,Groceries,44,33.67,1481.68,0.2
2024-04-22,GRO_002,Groceries,42,73.92,3104.6,0.0
2024-04-22,GRO_003,Groceries,23,464.56,10684.9,0.0
2024-04-22,GRO_004,Groceries,42,273.75,11497.45,0.0
2024-04-22,GRO_005,Groceries,32,302.18,9669.79,0.0
2024-04-22,GRO_006,Groceries,18,334.0,6011.93,0.0
2024-04-22,GRO_007,Groceries,6,346.58,2079.48,0.1
2024-04-22,GRO_008,Groceries,27,377.11,10182.03,0.0
2024-04-22,GRO_009,Groceries,32,85.02,2720.61,0.0
2024-04-22,GRO_010,Groceries,5,45.08,225.38,0.1
2024-04-22,FUR_001,Furniture,10,310.65,3106.5,0.0
2024-04-22,FUR_002,Furniture,40,253.71,10148.34,0.2
2024-04-22,FUR_003,Furniture,6,108.65,651.89,0.0
2024-04-22,FUR_004,Furniture,7,107.08,749.57,0.0
2024-04-22,FUR_005,Furniture,27,378.11,10208.92,0.2
2024-04-22,FUR_006,Furniture,7,262.94,1840.56,0.2
2024-04-22,FUR_007,Furniture,37,234.14,8663.23,0.0
2024-04-22,FUR_008,Furniture,35,304.79,10667.69,0.0
2024-04-22,FUR_009,Furniture,23,17.14,394.32,0.0
2024-04-22,FUR_010,Furniture,13,429.58,5584.51,0.1
2024-04-22,TOY_001,Toys,56,75.67,4237.79,0.0
2024-04-22,TOY_002,Toys,7,63.87,447.1,0.0
2024-04-22,TOY_003,Toys,8,434.24,3473.92,0.0
2024-04-22,TOY_004,Toys,2,157.96,315.93,0.0
2024-04-22,TOY_005,Toys,7,61.78,432.43,0.0
2024-04-22,TOY_006,Toys,5,411.11,2055.53,0.0
2024-04-22,TOY_007,Toys,57,204.72,11668.82,0.1
2024-04-22,TOY_008,Toys,18,238.4,4291.14,0.0
2024-04-22,TOY_009,Toys,37,127.56,4719.85,0.0
2024-04-22,TOY_010,Toys,35,10.34,361.92,0.0
2024-04-23,ELE_001,Electronics,16,415.87,6653.85,0.0
2024-04-23,ELE_002,Electronics,38,74.24,2821.11,0.0
2024-04-23,ELE_003,Electronics,28,106.04,2969.09,0.0
2024-04-23,ELE_004,Electronics,36,344.68,12408.47,0.0
2024-04-23,ELE_005,Electronics,14,11.11,155.53,0.0
2024-04-23,ELE_006,Electronics,24,328.31,7879.41,0.0
2024-04-23,ELE_007,Electronics,20,404.63,8092.7,0.0
2024-04-23,ELE_008,Electronics,8,204.05,1632.41,0.1
2024-04-23,ELE_009,Electronics,20,316.87,6337.43,0.0
2024-04-23,ELE_010,Electronics,25,331.0,8274.89,0.0
2024-04-23,CLO_001,Clothing,15,183.93,2759.01,0.2
2024-04-23,CLO_002,Clothing,19,390.33,7416.19,0.0
2024-04-23,CLO_003,Clothing,54,23.8,1285.41,0.0
2024-04-23,CLO_004,Clothing,32,316.0,10111.97,0.0
2024-04-23,CLO_005,Clothing,14,33.68,471.52,0.1
2024-04-23,CLO_006,Clothing,0,329.24,0.0,0.0
2024-04-23,CLO_007,Clothing,23,319.72,7353.63,0.0
2024-04-23,CLO_008,Clothing,16,148.33,2373.27,0.0
2024-04-23,CLO_009,Clothing,44,147.64,6496.32,0.0
2024-04-23,CLO_010,Clothing,33,392.58,12954.98,0.0
2024-04-23,GRO_001,Groceries,24,42.09,1010.23,0.0
2024-04-23,GRO_002,Groceries,43,73.92,3178.52,0.0
2024-04-23,GRO_003,Groceries,40,464.56,18582.44,0.0
2024-04-23,GRO_004,Groceries,36,219.0,7883.96,0.2
2024-04-23,GRO_005,Groceries,28,302.18,8461.07,0.0
2024-04-23,GRO_006,Groceries,26,334.0,8683.89,0.0
2024-04-23,GRO_007,Groceries,8,385.09,3080.72,0.0
2024-04-23,GRO_008,Groceries,38,301.69,11464.21,0.2
2024-04-23,GRO_009,Groceries,28,85.02,2380.54,0.0
2024-04-23,GRO_010,Groceries,7,50.09,350.6,0.0
2024-04-23,FUR_001,Furniture,16,310.65,4970.4,0.0
2024-04-23,FUR_002,Furniture,29,317.14,9196.93,0.0
2024-04-23,FUR_003,Furniture,5,86.92,434.59,0.2
2024-04-23,FUR_004,Furniture,6,107.08,642.48,0.0
2024-04-23,FUR_005,Furniture,23,472.64,10870.61,0.0
2024-04-23,FUR_006,Furniture,9,262.94,2366.43,0.2
2024-04-23,FUR_007,Furniture,41,234.14,9599.8,0.0
2024-04-23,FUR_008,Furniture,22,304.79,6705.41,0.0
2024-04-23,FUR_009,Furniture,17,15.43,262.31,0.1
2024-04-23,FUR_010,Furniture,12,477.31,5727.71,0.0
2024-04-23,TOY_001,Toys,54,75.67,4086.44,0.0
2024-04-23,TOY_002,Toys,10,51.1,510.98,0.2
2024-04-23,TOY_003,Toys,33,347.39,11463.93,0.2
2024-04-23,TOY_004,Toys,5,157.96,789.82,0.0
2024-04-23,TOY_005,Toys,5,61.78,308.88,0.0
2024-04-23,TOY_006,Toys,6,411.11,2466.64,0.0
2024-04-23,TOY_007,Toys,50,227.46,11373.12,0.0
2024-04-23,TOY_008,Toys,18,238.4,4291.14,0.0
2024-04-23,TOY_009,Toys,47,127.56,5995.48,0.0
2024-04-23,TOY_010,Toys,26,10.34,268.85,0.0
2024-04-24,ELE_001,Electronics,12,332.69,3992.31,0.2
2024-04-24,ELE_002,Electronics,49,74.24,3637.75,0.0
2024-04-24,ELE_003,Electronics,21,84.83,1781.45,0.2
2024-04-24,ELE_004,Electronics,33,310.21,10236.98,0.1
2024-04-24,ELE_005,Electronics,8,11.11,88.88,0.0
2024-04-24,ELE_006,Electronics,29,328.31,9520.95,0.0
2024-04-24,ELE_007,Electronics,21,404.63,8497.33,0.0
2024-04-24,ELE_008,Electronics,6,226.72,1360.34,0.0
2024-04-24,ELE_009,Electronics,14,316.87,4436.2,0.0
2024-04-24,ELE_010,Electronics,36,331.0,11915.84,0.0
2024-04-24,CLO_001,Clothing,20,229.92,4598.36,0.0
2024-04-24,CLO_002,Clothing,27,390.33,10538.79,0.0
2024-04-24,CLO_003,Clothing,41,23.8,975.96,0.0
2024-04-24,CLO_004,Clothing,30,316.0,9479.98,0.0
2024-04-24,CLO_005,Clothing,16,37.42,598.76,0.0
2024-04-24,CLO_006,Clothing,27,329.24,8889.49,0.0
2024-04-24,CLO_007,Clothing,41,319.72,13108.64,0.0
2024-04-24,CLO_008,Clothing,18,148.33,2669.93,0.0
2024-04-24,CLO_009,Clothing,48,147.64,7086.89,0.0
2024-04-24,CLO_010,Clothing,44,392.58,17273.3,0.0
2024-04-24,GRO_001,Groceries,42,37.88,1591.12,0.1
2024-04-24,GRO_002,Groceries,43,73.92,3178.52,0.0
2024-04-24,GRO_003,Groceries,33,464.56,15330.51,0.0
2024-04-24,GRO_004,Groceries,27,219.0,5912.97,0.2
2024-04-24,GRO_005,Groceries,41,271.96,11150.48,0.1
2024-04-24,GRO_006,Groceries,21,334.0,7013.91,0.0
2024-04-24,GRO_007,Groceries,5,308.07,1540.36,0.2
2024-04-24,GRO_008,Groceries,54,377.11,20364.06,0.0
2024-04-24,GRO_009,Groceries,34,85.02,2890.65,0.0
2024-04-24,GRO_010,Groceries,7,40.07,280.48,0.2
2024-04-24,FUR_001,Furniture,13,248.52,3230.76,0.2
2024-04-24,FUR_002,Furniture,28,317.14,8879.8,0.0
2024-04-24,FUR_003,Furniture,6,108.65,651.89,0.0
2024-04-24,FUR_004,Furniture,9,107.08,963.73,0.0
2024-04-24,FUR_005,Furniture,26,472.64,12288.52,0.0
2024-04-24,FUR_006,Furniture,12,328.67,3944.05,0.0
2024-04-24,FUR_007,Furniture,38,234.14,8897.38,0.0
2024-04-24,FUR_008,Furniture,0,304.79,0.0,0.0
2024-04-24,FUR_009,Furniture,28,17.14,480.04,0.0
2024-04-24,FUR_010,Furniture,13,381.85,4964.01,0.2
2024-04-24,TOY_001,Toys,49,68.11,3337.26,0.1
2024-04-24,TOY_002,Toys,11,63.87,702.59,0.0
2024-04-24,TOY_003,Toys,23,434.24,9987.51,0.0
2024-04-24,TOY_004,Toys,5,142.17,710.84,0.1
2024-04-24,TOY_005,Toys,8,61.78,494.2,0.0
2024-04-24,TOY_006,Toys,5,328.89,1644.43,0.2
2024-04-24,TOY_007,Toys,62,227.46,14102.67,0.0
2024-04-24,TOY_008,Toys,25,238.4,5959.92,0.0
2024-04-24,TOY_009,Toys,49,114.81,5625.55,0.1
2024-04-24,TOY_010,Toys,25,10.34,258.51,0.0
2024-04-25,ELE_001,Electronics,14,374.28,5239.91,0.1
2024-04-25,ELE_002,Electronics,31,74.24,2301.44,0.0
2024-04-25,ELE_003,Electronics,21,95.43,2004.13,0.1
2024-04-25,ELE_004,Electronics,22,344.68,7582.95,0.0
2024-04-25,ELE_005,Electronics,13,10.0,129.98,0.1
2024-04-25,ELE_006,Electronics,0,328.31,0.0,0.0
2024-04-25,ELE_007,Electronics,21,404.63,8497.33,0.0
2024-04-25,ELE_008,Electronics,6,204.05,1224.3,0.1
2024-04-25,ELE_009,Electronics,13,285.18,3707.4,0.1
2024-04-25,ELE_010,Electronics,15,331.0,4964.93,0.0
2024-04-25,CLO_001,Clothing,20,229.92,4598.36,0.0
2024-04-25,CLO_002,Clothing,20,390.33,7806.51,0.0
2024-04-25,CLO_003,Clothing,37,19.04,704.59,0.2
2024-04-25,CLO_004,Clothing,44,284.4,12513.57,0.1
2024-04-25,CLO_005,Clothing,22,37.42,823.29,0.0
2024-04-25,CLO_006,Clothing,35,329.24,11523.41,0.0
2024-04-25,CLO_007,Clothing,36,319.72,11510.03,0.0
2024-04-25,CLO_008,Clothing,18,133.5,2402.93,0.1
2024-04-25,CLO_009,Clothing,31,147.64,4576.95,0.0
2024-04-25,CLO_010,Clothing,30,353.32,10599.53,0.1
2024-04-25,GRO_001,Groceries,51,42.09,2146.75,0.0
2024-04-25,GRO_002,Groceries,43,73.92,3178.52,0.0
2024-04-25,GRO_003,Groceries,39,464.56,18117.88,0.0
2024-04-25,GRO_004,Groceries,51,246.37,12565.07,0.1
2024-04-25,GRO_005,Groceries,42,271.96,11422.44,0.1
2024-04-25,GRO_006,Groceries,13,300.6,3907.75,0.1
2024-04-25,GRO_007,Groceries,5,346.58,1732.9,0.1
2024-04-25,GRO_008,Groceries,57,377.11,21495.4,0.0
2024-04-25,GRO_009,Groceries,41,85.02,3485.79,0.0
2024-04-25,GRO_010,Groceries,13,45.08,585.99,0.1
2024-04-25,FUR_001,Furniture,14,279.58,3914.19,0.1
2024-04-25,FUR_002,Furniture,32,317.14,10148.34,0.0
2024-04-25,FUR_003,Furniture,5,97.78,488.91,0.1
2024-04-25,FUR_004,Furniture,10,107.08,1070.81,0.0
2024-04-25,FUR_005,Furniture,18,472.64,8507.44,0.0
2024-04-25,FUR_006,Furniture,9,328.67,2958.03,0.0
2024-04-25,FUR_007,Furniture,50,234.14,11707.07,0.0
2024-04-25,FUR_008,Furniture,33,304.79,10058.11,0.0
2024-04-25,FUR_009,Furniture,26,17.14,445.75,0.0
2024-04-25,FUR_010,Furniture,19,477.31,9068.87,0.0
2024-04-25,TOY_001,Toys,42,68.11,2860.51,0.1
2024-04-25,TOY_002,Toys,10,63.87,638.72,0.0
2024-04-25,TOY_003,Toys,26,434.24,11290.23,0.0
2024-04-25,TOY_004,Toys,4,142.17,568.67,0.1
2024-04-25,TOY_005,Toys,5,61.78,308.88,0.0
2024-04-25,TOY_006,Toys,4,411.11,1644.43,0.0
2024-04-25,TOY_007,Toys,45,227.46,10235.81,0.0
2024-04-25,TOY_008,Toys,16,238.4,3814.35,0.0
2024-04-25,TOY_009,Toys,43,114.81,4936.7,0.1
2024-04-25,TOY_010,Toys,26,10.34,268.85,0.0
2024-04-26,ELE_001,Electronics,18,374.28,6737.03,0.1
2024-04-26,ELE_002,Electronics,53,74.24,3934.71,0.0
2024-04-26,ELE_003,Electronics,25,106.04,2650.97,0.0
2024-04-26,ELE_004,Electronics,23,344.68,7927.63,0.0
2024-04-26,ELE_005,Electronics,13,11.11,144.42,0.0
2024-04-26,ELE_006,Electronics,19,328.31,6237.87,0.0
2024-04-26,ELE_007,Electronics,18,404.63,7283.43,0.0
2024-04-26,ELE_008,Electronics,6,181.38,1088.27,0.2
2024-04-26,ELE_009,Electronics,15,285.18,4277.76,0.1
2024-04-26,ELE_010,Electronics,24,331.0,7943.89,0.0
2024-04-26,CLO_001,Clothing,20,229.92,4598.36,0.0
2024-04-26,CLO_002,Clothing,25,312.26,7806.51,0.2
2024-04-26,CLO_003,Clothing,48,21.42,1028.33,0.1
2024-04-26,CLO_004,Clothing,42,316.0,13271.97,0.0
2024-04-26,CLO_005,Clothing,21,37.42,785.87,0.0
2024-04-26,CLO_006,Clothing,40,296.32,11852.65,0.1
2024-04-26,CLO_007,Clothing,29,319.72,9271.97,0.0
2024-04-26,CLO_008,Clothing,29,133.5,3871.39,0.1
2024-04-26,CLO_009,Clothing,49,147.64,7234.53,0.0
2024-04-26,CLO_010,Clothing,45,353.32,15899.29,0.1
2024-04-26,GRO_001,Groceries,41,42.09,1725.82,0.0
2024-04-26,GRO_002,Groceries,44,73.92,3252.44,0.0
2024-04-26,GRO_003,Groceries,29,464.56,13472.27,0.0
2024-04-26,GRO_004,Groceries,43,273.75,11771.2,0.0
2024-04-26,GRO_005,Groceries,30,241.74,7252.34,0.2
2024-04-26,GRO_006,Groceries,19,267.2,5076.74,0.2
2024-04-26,GRO_007,Groceries,6,385.09,2310.54,0.0
